Doc Id	PMID		Sentence	Start Point	End Point	Length	Text	Notes	UMLS Code	UMLS Concept Name	Possible Alternative Codes		
765	9529364	1	Constitutional mutations of the WT1 gene, encoding a zinc-finger transcription factor involved in renal and gonadal development, are found in most patients with Denys-Drash syndrome (DDS), or diffuse mesangial sclerosis (DMS) associated with pseudohermaphroditism and/or Wilms tumor WT.	243	263	21	pseudohermaphroditism	textual	[ C0033804 ]	Pseudohermaphroditism			
765	9529364	1	Constitutional mutations of the WT1 gene, encoding a zinc-finger transcription factor involved in renal and gonadal development, are found in most patients with Denys-Drash syndrome (DDS), or diffuse mesangial sclerosis (DMS) associated with pseudohermaphroditism and/or Wilms tumor WT.	272	282	11	Wilms tumor	textual	[ C0027708 ]	Nephroblastoma			
766	9536083	1	The 185delAG mutation in BRCA1 is detected in Ashkenazi Jews both in familial breast and ovarian cancer and in the general population.	70	103	34	familial breast and ovarian cancer	intuitive: text means the same thing as "hereditary breast/ovarian cancer" which yields a unique UMLS code	T0000029 -C0238033, C0007104,C0006142,C0678222	Malignant Breast Neoplasm,Female Breast Carcinoma  - Malignant Breast Neoplasm,Malignant neoplasm of breast	hereditary breast/ovarian cancer (BRCA1, BRCA2) - C0677776, Familial cancer of breast C0346153, C0677776 -hereditary breast and ovarian cancer syndrome		
766	9536083	1	The 185delAG mutation in BRCA1 is detected in Ashkenazi Jews both in familial breast and ovarian cancer and in the general population.	70	103	34	familial breast and ovarian cancer	intuitive: text means the same thing as "hereditary breast/ovarian cancer" which yields a unique UMLS code	C1833686	OVARIAN CANCER, FAMILIA	T0000018 - C0029925, C1140680 		
767	9536083	7	BRCA1 allelic patterns were determined for four of these individuals and for 12 additional non-Ashkenazi 185delAG mutation carriers who had breast/ovarian cancer.	141	161	21	breast/ovarian cancer	intuitive: list is present. A search of "breast cancer" yields 2 UMLS codes	[C0678222][C0006142]	Breast Carcinoma,  Malignant neoplasm of breast			
767	9536083	7	BRCA1 allelic patterns were determined for four of these individuals and for 12 additional non-Ashkenazi 185delAG mutation carriers who had breast/ovarian cancer.	148	161	14	ovarian cancer	textual -  yields both UMLS codes.	[C1140680]  [C0029925]	Malignant neoplasm of ovary, Ovarian Carcinoma			
768	9546397	1	HFE is an MHC-related protein that is mutated in the iron-overload disease hereditary hemochromatosis.	76	101	26	hereditary hemochromatosis	textual - yields annotated code, however, also yields code for "HFE Gene	[ C0392514 ]	Hereditary hemochromatosis			
769	9546397	3	The 2.6 A crystal structure of HFE reveals the locations of hemochromatosis mutations and a patch of histidines that could be involved in pH-dependent interactions.	61	75	15	hemochromatosis	intuitive: From reading the abstract the hemochromatosis being mentioned here is the hereditary variety.  A query of "hereditary hemochromatosis" yields annotated code, however, also yields code for "HFE Gene	[ C0392514 ]	Hereditary hemochromatosis			
770	9554743	4	Since a mutation at cDNA nucleotide 2302 (2302insC) had been previously described, this region of the ATP7B gene may be susceptible to gene rearrangements causing Wilson disease..	164	177	14	Wilson disease	textual	[ C0019202 ]	Hepatolenticular Degeneration			
771	9563950	1	Myotonic dystrophy (DM) is caused by a CTG expansion in the 3' untranslated region of the DM gene.	21	22	2	DM	textual - yields correct UMLS code, however, also yields 8 others	[ C0027126 ]	Myotonic Dystrophy			
771	9563950	1	Myotonic dystrophy (DM) is caused by a CTG expansion in the 3' untranslated region of the DM gene.	1	18	18	Myotonic dystrophy	textual	[ C0027126 ]	Myotonic Dystrophy			
772	9580132	1	Familial neurohypophyseal diabetes insipidus (FNDI) is an autosomal dominant disease caused by deficiency in the antidiuretic hormone arginine vasopressin (AVP) encoded by the AVP-neurophysin II (AVP-NPII) gene on chromosome 20p13.	1	44	44	Familial neurohypophyseal diabetes insipidus	textual - could not find more specific UMLS code	[ C0687720 ]	Central Diabetes Insipidus			
772	9580132	1	Familial neurohypophyseal diabetes insipidus (FNDI) is an autosomal dominant disease caused by deficiency in the antidiuretic hormone arginine vasopressin (AVP) encoded by the AVP-neurophysin II (AVP-NPII) gene on chromosome 20p13.	47	50	4	FNDI	textual - could not find more specific UMLS code	[ C0687720 ]	Central Diabetes Insipidus			
772	9580132	1	Familial neurohypophyseal diabetes insipidus (FNDI) is an autosomal dominant disease caused by deficiency in the antidiuretic hormone arginine vasopressin (AVP) encoded by the AVP-neurophysin II (AVP-NPII) gene on chromosome 20p13.	59	84	26	autosomal dominant disease	textual	C0265385	Autosomal dominant hereditary disorder			
772	9580132	1	Familial neurohypophyseal diabetes insipidus (FNDI) is an autosomal dominant disease caused by deficiency in the antidiuretic hormone arginine vasopressin (AVP) encoded by the AVP-neurophysin II (AVP-NPII) gene on chromosome 20p13.	96	154	59	deficiency in the antidiuretic hormone arginine vasopressin	textual	C0149676	Enzyme Deficiency			
773	9585583	1	Thirty-two unrelated patients with features of Saethre-Chotzen syndrome, a common autosomal dominant condition of craniosynostosis and limb anomalies, were screened for mutations in TWIST, FGFR2, and FGFR3.	48	71	24	Saethre-Chotzen syndrome	textual	[ C0175699 ]	Saethre-Chotzen Syndrome			
773	9585583	1	Thirty-two unrelated patients with features of Saethre-Chotzen syndrome, a common autosomal dominant condition of craniosynostosis and limb anomalies, were screened for mutations in TWIST, FGFR2, and FGFR3.	115	130	16	craniosynostosis	textual - yields annotated code, however, also yields 1 other	[C0010278]	Craniosynostosis			
773	9585583	1	Thirty-two unrelated patients with features of Saethre-Chotzen syndrome, a common autosomal dominant condition of craniosynostosis and limb anomalies, were screened for mutations in TWIST, FGFR2, and FGFR3.	136	149	14	limb anomalies	textual	[ C1387925 ]	anomaly; limb			
773	9585583	1	Thirty-two unrelated patients with features of Saethre-Chotzen syndrome, a common autosomal dominant condition of craniosynostosis and limb anomalies, were screened for mutations in TWIST, FGFR2, and FGFR3.	83	110	28	autosomal dominant condition	textual	C0265385	Autosomal dominant hereditary disorder			
774	9585605	1	Angelman syndrome (AS) is caused by chromosome 15q11-q13 deletions of maternal origin, by paternal uniparental disomy (UPD) 15, by imprinting defects, and by mutations in the UBE3A gene.	20	21	2	AS	textual - yields correct UMLS code, however, also yields 11 others	[ C0162635 ]	Angelman Syndrome			
774	9585605	1	Angelman syndrome (AS) is caused by chromosome 15q11-q13 deletions of maternal origin, by paternal uniparental disomy (UPD) 15, by imprinting defects, and by mutations in the UBE3A gene.	120	122	3	UPD	textual - yields no UMLS code	[ C0949628 ]	Uniparental Disomy			
774	9585605	1	Angelman syndrome (AS) is caused by chromosome 15q11-q13 deletions of maternal origin, by paternal uniparental disomy (UPD) 15, by imprinting defects, and by mutations in the UBE3A gene.	1	17	17	Angelman syndrome	textual	[ C0162635 ]	Angelman Syndrome			
774	9585605	1	Angelman syndrome (AS) is caused by chromosome 15q11-q13 deletions of maternal origin, by paternal uniparental disomy (UPD) 15, by imprinting defects, and by mutations in the UBE3A gene.	100	117	18	uniparental disomy	textual	[ C0949628 ]	Uniparental Disomy			
775	9585606	2	The hemochromatosis gene, HFE, recently has been identified, and characterization of this gene has shown that it contains two mutations that result in amino acid substitutions-cDNA nucleotides 845 G--A (C282Y) and 187 C--G H63D.	5	19	15	hemochromatosis	textual - yields correct UMLS code, however, also yields code for "HFE Gene	[C0018995]	Hemochromatosis			
776	9585611	1	Germ-line mutations of the tumor suppressor APC are implicated in attenuated adenomatous polyposis coli (AAPC), a variant of familial adenomatous polyposis FAP.	106	109	4	AAPC	textual	[ C1868019 ]	ADENOMATOUS POLYPOSIS COLI, ATTENUATED			
776	9585611	1	Germ-line mutations of the tumor suppressor APC are implicated in attenuated adenomatous polyposis coli (AAPC), a variant of familial adenomatous polyposis FAP.	157	159	3	FAP	textual - yields correct UMLS code, however, also yields 6 others	[C0032580]	Adenomatous Polyposis Coli			
776	9585611	1	Germ-line mutations of the tumor suppressor APC are implicated in attenuated adenomatous polyposis coli (AAPC), a variant of familial adenomatous polyposis FAP.	67	103	37	attenuated adenomatous polyposis coli	textual	[ C1868019 ]	ADENOMATOUS POLYPOSIS COLI, ATTENUATED			
776	9585611	1	Germ-line mutations of the tumor suppressor APC are implicated in attenuated adenomatous polyposis coli (AAPC), a variant of familial adenomatous polyposis FAP.	78	98	21	adenomatous polyposis	textual	[C0032580]	Adenomatous Polyposis Coli			
776	9585611	1	Germ-line mutations of the tumor suppressor APC are implicated in attenuated adenomatous polyposis coli (AAPC), a variant of familial adenomatous polyposis FAP.	135	155	21	adenomatous polyposis	textual	[C0032580]	Adenomatous Polyposis Coli			
777	9590178	4	In contrast, WT1 missense mutations, associated with male pseudohermaphroditism in Denys-Drash syndrome, fail to synergize with SF-1.	59	79	21	pseudohermaphroditism	textual	[ C0033804 ]	Pseudohermaphroditism			
777	9590178	4	In contrast, WT1 missense mutations, associated with male pseudohermaphroditism in Denys-Drash syndrome, fail to synergize with SF-1.	84	103	20	Denys-Drash syndrome	textual	[ C0950121 ]	Denys-Drash Syndrome			
778	9590284	2	Deletion of this IC abolishes local paternally derived gene expression and results in Prader-Willi syndrome PWS.	109	111	3	PWS	textual	[ C0032897 ]	Prader-Willi Syndrome			
778	9590284	2	Deletion of this IC abolishes local paternally derived gene expression and results in Prader-Willi syndrome PWS.	87	107	21	Prader-Willi syndrome	textual	[ C0032897 ]	Prader-Willi Syndrome			
779	9600235	1	The ATM (A-T, mutated) gene on human chromosome 11q22.3 has recently been identified as the gene responsible for the human recessive disease ataxia-telangiectasia A-T.	164	166	3	A-T	textual - yields wrong UMLS code	[ C0004135 ]	Ataxia Telangiectasia			
779	9600235	1	The ATM (A-T, mutated) gene on human chromosome 11q22.3 has recently been identified as the gene responsible for the human recessive disease ataxia-telangiectasia A-T.	142	162	21	ataxia-telangiectasia	textual	[ C0004135 ]	Ataxia Telangiectasia			
780	9603435	1	Mutations in the HEXA gene, encoding the alpha-subunit of beta-hexosaminidase A (Hex A), that abolish Hex A enzyme activity cause Tay-Sachs disease (TSD), the fatal infantile form of G(M2) gangliosidosis, Type 1.	150	152	3	TSD	textual	[ C0039373 ] Tay-Sachs Disease	Tay-Sachs Disease			
780	9603435	1	Mutations in the HEXA gene, encoding the alpha-subunit of beta-hexosaminidase A (Hex A), that abolish Hex A enzyme activity cause Tay-Sachs disease (TSD), the fatal infantile form of G(M2) gangliosidosis, Type 1.	131	147	17	Tay-Sachs disease	textual	[ C0039373 ]	Tay-Sachs Disease			
780	9603435	1	Mutations in the HEXA gene, encoding the alpha-subunit of beta-hexosaminidase A (Hex A), that abolish Hex A enzyme activity cause Tay-Sachs disease (TSD), the fatal infantile form of G(M2) gangliosidosis, Type 1.	190	203	14	gangliosidosis	textual	[ C0017083 ]	Gangliosidoses			
781	9618166	9	The identification of two frequent PDS mutations will facilitate the molecular diagnosis of Pendred syndrome..	93	108	16	Pendred syndrome	textual	[ C0271829 ]	Pendred`s syndrome			
782	9618170	2	To date, several mutations in the Duchenne muscular dystrophy gene, DMD , have been identified in patients with XLDCM, but a pathogenic correlation of these cardiospecific mutations in DMD with the XLDCM phenotype has remained to be elucidated.	113	117	5	XLDCM	intuitive: abstract defines this abbreviation as "X-linked dilated cardiomyopathy" a query of this text yields the "Duchenne muscular dystrophy" UMLS code.  A query of this abbreviation yields no UMLS code	[ C0013264 ]	Muscular Dystrophy, Duchenne			
782	9618170	2	To date, several mutations in the Duchenne muscular dystrophy gene, DMD , have been identified in patients with XLDCM, but a pathogenic correlation of these cardiospecific mutations in DMD with the XLDCM phenotype has remained to be elucidated.	199	203	5	XLDCM	intuitive: abstract defines this abbreviation as "X-linked dilated cardiomyopathy" a query of this text yields the "Duchenne muscular dystrophy" UMLS code.  A query of this abbreviation yields no UMLS code	[ C0013264 ]	Muscular Dystrophy, Duchenne			
782	9618170	2	To date, several mutations in the Duchenne muscular dystrophy gene, DMD , have been identified in patients with XLDCM, but a pathogenic correlation of these cardiospecific mutations in DMD with the XLDCM phenotype has remained to be elucidated.	35	61	27	Duchenne muscular dystrophy	textual	[ C0013264 ]	Muscular Dystrophy, Duchenne			
783	9620771	2	While a few cases of isolated ACTH deficiency have been reported (OMIM 201400), an inherited POMC defect has not been described so far.	31	45	15	ACTH deficiency	textual - yields annotated code, also yields 2 other codes that appear to be similar	[ C0342388 ]	Adrenocorticotropic hormone (ACTH) deficiency (disorder)			
784	9620771	3	Recent studies in animal models elucidated a central role of alpha-MSH in the regulation of food intake by activation of the brain melanocortin-4-receptor (MC4-R; refs 3-5) and the linkage of human obesity to chromosome 2 in close proximity to the POMC locus, led to the proposal of an association of POMC with human obesity.The dual role of alpha-MSH in regulating food intake and influencing hair pigmentation predicts that the phenotype associated with a defect in POMC function would include obesity, alteration in pigmentation and ACTH deficiency.	199	205	7	obesity	textual - yields annotated code, also yields UMLS code for "Obesity Adverse Event	[C0028754]	Obesity			
784	9620771	3	Recent studies in animal models elucidated a central role of alpha-MSH in the regulation of food intake by activation of the brain melanocortin-4-receptor (MC4-R; refs 3-5) and the linkage of human obesity to chromosome 2 in close proximity to the POMC locus, led to the proposal of an association of POMC with human obesity.The dual role of alpha-MSH in regulating food intake and influencing hair pigmentation predicts that the phenotype associated with a defect in POMC function would include obesity, alteration in pigmentation and ACTH deficiency.	318	324	7	obesity	textual - yields annotated code, also yields UMLS code for "Obesity Adverse Event	[C0028754]	Obesity			
784	9620771	3	Recent studies in animal models elucidated a central role of alpha-MSH in the regulation of food intake by activation of the brain melanocortin-4-receptor (MC4-R; refs 3-5) and the linkage of human obesity to chromosome 2 in close proximity to the POMC locus, led to the proposal of an association of POMC with human obesity.The dual role of alpha-MSH in regulating food intake and influencing hair pigmentation predicts that the phenotype associated with a defect in POMC function would include obesity, alteration in pigmentation and ACTH deficiency.	537	551	15	ACTH deficiency	textual - yields annotated code, also yields 2 other codes that appear to be similar	[ C0342388 ]	Adrenocorticotropic hormone (ACTH) deficiency (disorder)			
785	9634518	1	Phenylketonuria (PKU) and mild hyperphenylalaninemia (MHP) are allelic disorders caused by mutations in the gene encoding phenylalanine hydroxylase PAH.	18	20	3	PKU	textual - yields annotated code, also yields code for "Classical Phenylketonuria" which could be a synonym, as well as UMLS code for "PAH Gene	[C0031485]	Phenylketonurias	[ C0751434 ]		
785	9634518	1	Phenylketonuria (PKU) and mild hyperphenylalaninemia (MHP) are allelic disorders caused by mutations in the gene encoding phenylalanine hydroxylase PAH.	55	57	3	MHP	textual - yields no UMLS codes	[ C0751435 ]	Hyperphenylalaninaemia			
785	9634518	1	Phenylketonuria (PKU) and mild hyperphenylalaninemia (MHP) are allelic disorders caused by mutations in the gene encoding phenylalanine hydroxylase PAH.	1	15	15	Phenylketonuria	textual - yields annotated code, also yields code for "Classical Phenylketonuria" which could be a synonym, as well as UMLS code for "PAH Gene	[C0031485]	Phenylketonurias	[ C0751434 ]		
785	9634518	1	Phenylketonuria (PKU) and mild hyperphenylalaninemia (MHP) are allelic disorders caused by mutations in the gene encoding phenylalanine hydroxylase PAH.	32	52	21	hyperphenylalaninemia	textual	[ C0751435 ]	Hyperphenylalaninaemia			
786	9668171	1	A (CTG)nexpansion in the 3'-untranslated region (UTR) of the DM protein kinase gene ( DMPK ) is responsible for causing myotonic dystrophy DM.	140	141	2	DM	textual - yields correct UMLS code, however, also yields 8 others	[ C0027126 ]	Myotonic Dystrophy			
786	9668171	1	A (CTG)nexpansion in the 3'-untranslated region (UTR) of the DM protein kinase gene ( DMPK ) is responsible for causing myotonic dystrophy DM.	121	138	18	myotonic dystrophy	textual	[ C0027126 ]	Myotonic Dystrophy			
787	9671401	1	We have used single strand conformation polymorphism analysis to study the 27 exons of the RB1 gene in individuals from a family showing 'mild' expression of the retinoblastoma phenotype.	163	176	14	retinoblastoma	textual - yields correct UMLS code, however, also yields code for "RB1 Gene	[C0035335]	Retinoblastoma			
788	9674903	1	Maternal uniparental disomy (UPD) for chromosome 15 is responsible for an estimated 30% of cases of Prader-Willi syndrome PWS.	30	32	3	UPD	textual - does not yield correct UMLS code	[ C0949628 ]	Uniparental Disomy			
788	9674903	1	Maternal uniparental disomy (UPD) for chromosome 15 is responsible for an estimated 30% of cases of Prader-Willi syndrome PWS.	123	125	3	PWS	textual	[ C0032897 ]	Prader-Willi Syndrome			
788	9674903	1	Maternal uniparental disomy (UPD) for chromosome 15 is responsible for an estimated 30% of cases of Prader-Willi syndrome PWS.	10	27	18	uniparental disomy	textual	[ C0949628 ]	Uniparental Disomy			
788	9674903	1	Maternal uniparental disomy (UPD) for chromosome 15 is responsible for an estimated 30% of cases of Prader-Willi syndrome PWS.	101	121	21	Prader-Willi syndrome	textual	[ C0032897 ]	Prader-Willi Syndrome			
789	9674906	1	Recent studies demonstrated the existence of a genetically distinct, usually lethal form of the Schwartz-Jampel syndrome (SJS) of myotonia and skeletal dysplasia, which we called SJS type 2.	123	125	3	SJS	textual	[ C0036391 ]	Schwartz-Jampel Syndrome			
789	9674906	1	Recent studies demonstrated the existence of a genetically distinct, usually lethal form of the Schwartz-Jampel syndrome (SJS) of myotonia and skeletal dysplasia, which we called SJS type 2.	180	182	3	SJS	textual	[ C0036391 ]	Schwartz-Jampel Syndrome			
789	9674906	1	Recent studies demonstrated the existence of a genetically distinct, usually lethal form of the Schwartz-Jampel syndrome (SJS) of myotonia and skeletal dysplasia, which we called SJS type 2.	97	120	24	Schwartz-Jampel syndrome	textual	[ C0036391 ]	Schwartz-Jampel Syndrome			
789	9674906	1	Recent studies demonstrated the existence of a genetically distinct, usually lethal form of the Schwartz-Jampel syndrome (SJS) of myotonia and skeletal dysplasia, which we called SJS type 2.	131	138	8	myotonia	textual	[ C0027125 ]	Myotonia			
789	9674906	1	Recent studies demonstrated the existence of a genetically distinct, usually lethal form of the Schwartz-Jampel syndrome (SJS) of myotonia and skeletal dysplasia, which we called SJS type 2.	144	161	18	skeletal dysplasia	textual	[ C0410528 ]	Skeletal dysplasia			
790	9689113	9	We conclude that these mice very closely mimic severe human von Willebrand disease and will be very useful for investigating the role of vWf in normal physiology and in disease models..	61	82	22	von Willebrand disease	textual - A query of "von Willebrand" will yield just the annotated UMLS code. A query of "von Willebrand disease" will yield the annotated UMLS code along with the UMLS code for 'VWF gene	[C0042974]	von Willebrand Disease			
791	9700175	1	BACKGROUND: Women with mutations in either the BRCA1 or the BRCA2 gene have a high lifetime risk of ovarian cancer.	101	114	14	ovarian cancer	textual -  yields both UMLS codes.	[C1140680]  [C0029925]	Malignant neoplasm of ovary, Ovarian Carcinoma			
792	9700175	10	CONCLUSIONS: Oral-contraceptive use may reduce the risk of ovarian cancer in women with pathogenic mutations in the BRCA1 or BRCA2 gene..	60	73	14	ovarian cancer	textual -  yields both UMLS codes.	[C1140680]  [C0029925]	Malignant neoplasm of ovary, Ovarian Carcinoma			
793	9700175	9	Oral-contraceptive use protected against ovarian cancer both for carriers of the BRCA1 mutation (odds ratio, 0.5; 95 percent confidence interval, 0.3 to 0.9) and for carriers of the BRCA2 mutation odds ratio, 0.4; 95 percent confidence interval, 0.2 to 1.1.	42	55	14	ovarian cancer	textual -  yields both UMLS codes.	[C1140680]  [C0029925]	Malignant neoplasm of ovary, Ovarian Carcinoma			
794	9702690	1	We report a Japanese family with adrenoleukodystrophy (ALD) with a three base pair deletion (delGAG 291) in the ALD gene.	56	58	3	ALD	textual - yields correct UMLS codem, however, also yields 1 other	[C0162309]	Adrenoleukodystrophy			
794	9702690	1	We report a Japanese family with adrenoleukodystrophy (ALD) with a three base pair deletion (delGAG 291) in the ALD gene.	34	53	20	adrenoleukodystrophy	textual - yields correct UMLS codem, however, also yields 1 other	[C0162309]	Adrenoleukodystrophy			
795	9703418	2	We studied the molecular basis of C9 deficiency in four Japanese C9-deficient patients who had suffered from meningococcal meningitis.	35	47	13	C9 deficiency	textual	[ C1852676 ]	C9 DEFICIENCY			
795	9703418	2	We studied the molecular basis of C9 deficiency in four Japanese C9-deficient patients who had suffered from meningococcal meningitis.	110	133	24	meningococcal meningitis	textual	[ C0025294 ]	Meningococcal meningitis			
796	9703418	5	The common mutation at codon 95 in exon 4 might be responsible for most Japanese C9 deficiency..	82	94	13	C9 deficiency	textual	[ C1852676 ]	C9 DEFICIENCY			
797	9703501	1	The breast and ovarian cancer susceptibility gene BRCA1 encodes a zinc finger protein of unknown function.	5	29	25	breast and ovarian cancer	intuitive: list is present. A search of "breast cancer" yields 2 UMLS codes	[C0678222][C0006142]	Breast Carcinoma,  Malignant neoplasm of breast			
797	9703501	1	The breast and ovarian cancer susceptibility gene BRCA1 encodes a zinc finger protein of unknown function.	16	29	14	ovarian cancer	textual -  yields both UMLS codes.	[C1140680]  [C0029925]	Malignant neoplasm of ovary, Ovarian Carcinoma			
798	9705283	10	These results provide a new insight into the role of mutant PAX6 in causing aniridia..	77	84	8	aniridia	textual	[ C0003076 ]	Aniridia			
799	9705283	3	Heterozygous mutations in the human PAX6 gene result in various phenotypes, including aniridia, Peter's anomaly, autosomal dominant keratitis, and familial foveal dysplasia.	87	94	8	aniridia	textual	[ C0003076 ]	Aniridia			
799	9705283	3	Heterozygous mutations in the human PAX6 gene result in various phenotypes, including aniridia, Peter's anomaly, autosomal dominant keratitis, and familial foveal dysplasia.	97	111	15	Peter's anomaly	textual	[ C0344559 ]	Irido-corneo-trabecular dysgenesis			
799	9705283	3	Heterozygous mutations in the human PAX6 gene result in various phenotypes, including aniridia, Peter's anomaly, autosomal dominant keratitis, and familial foveal dysplasia.	114	141	28	autosomal dominant keratitis	textual	[ C0022568 ]	Keratitis			
799	9705283	3	Heterozygous mutations in the human PAX6 gene result in various phenotypes, including aniridia, Peter's anomaly, autosomal dominant keratitis, and familial foveal dysplasia.	164	172	9	dysplasia	textual	[ C0334044 ]	Dysplasia			
800	9705283	4	It is believed that the mutated allele of PAX6 produces an inactive protein and aniridia is caused due to genetic haploinsufficiency.	81	88	8	aniridia	textual	[ C0003076 ]	Aniridia			
801	9705283	5	However, several truncation mutations have been found to occur in the C-terminal half of PAX6 in patients with Aniridia resulting in mutant proteins that retain the DNA-binding domains but have lost most of the transactivation domain.	112	119	8	Aniridia	textual	[ C0003076 ]	Aniridia			
802	9709714	2	We describe the outcome of a 5-year-old girl with VLCAD deficiency who was first seen at 5 months of age with severe hypertrophic cardiomyopathy, hepatomegaly, encephalopathy, and hypotonia.	51	66	16	VLCAD deficiency	textual	[ C0342784 ]	Very long chain acyl-CoA dehydrogenase deficiency			
802	9709714	2	We describe the outcome of a 5-year-old girl with VLCAD deficiency who was first seen at 5 months of age with severe hypertrophic cardiomyopathy, hepatomegaly, encephalopathy, and hypotonia.	118	144	27	hypertrophic cardiomyopathy	textual	[ C0007194 ]	Hypertrophic Cardiomyopathy			
802	9709714	2	We describe the outcome of a 5-year-old girl with VLCAD deficiency who was first seen at 5 months of age with severe hypertrophic cardiomyopathy, hepatomegaly, encephalopathy, and hypotonia.	147	158	12	hepatomegaly	textual	[ C0019209 ]	Hepatomegaly			
802	9709714	2	We describe the outcome of a 5-year-old girl with VLCAD deficiency who was first seen at 5 months of age with severe hypertrophic cardiomyopathy, hepatomegaly, encephalopathy, and hypotonia.	161	174	14	encephalopathy	textual - yields annotated code, also yields UMLS code for "Encephalopathy Adverse Event	[C0085584]	Encephalopathies			
802	9709714	2	We describe the outcome of a 5-year-old girl with VLCAD deficiency who was first seen at 5 months of age with severe hypertrophic cardiomyopathy, hepatomegaly, encephalopathy, and hypotonia.	181	189	9	hypotonia	textual	[ C0026827 ]	Muscle hypotonia			
803	9709714	3	Biochemical studies indicated VLCAD deficiency caused by a stable yet inactive enzyme.	31	46	16	VLCAD deficiency	textual	[ C0342784 ]	Very long chain acyl-CoA dehydrogenase deficiency			
804	9709714	7	Clinical recognition of VLCAD deficiency is important because it is one of the few directly treatable causes of cardiomyopathy in children..	25	40	16	VLCAD deficiency	textual	[ C0342784 ]	Very long chain acyl-CoA dehydrogenase deficiency			
804	9709714	7	Clinical recognition of VLCAD deficiency is important because it is one of the few directly treatable causes of cardiomyopathy in children..	113	126	14	cardiomyopathy	textual	[ C0878544 ]	Cardiomyopathies			
805	9714764	1	A gene encoding a novel transmembrane protein was identified by DNA sequence analysis within the insulin-dependent diabetes mellitus (IDDM) locus IDDM4 on chromosome 11q13.	98	132	35	insulin-dependent diabetes mellitus	textual - yields annotated code, however, also yields UMLS code for DIABETES MELLITUS, INSULIN-DEPENDENT GENE [C1857290]	[C0011854]	Diabetes Mellitus, Insulin-Dependent			
806	9724771	2	A variant of FAP is attenuated adenomatous polyposis coli, which results from germ-line mutations in the 5' and 3' regions of the APC gene.	14	16	3	FAP	intuitive: in the abstract "FAP" was defined as familial adenomatous polyposis, yields annotated code for Adenomatous Polyposis Coli [C0032580], also yields 6 others	[C0032580]	Adenomatous Polyposis Coli			
806	9724771	2	A variant of FAP is attenuated adenomatous polyposis coli, which results from germ-line mutations in the 5' and 3' regions of the APC gene.	32	57	26	adenomatous polyposis coli	textual	[ C0032580 ]	Adenomatous Polyposis Coli			
807	9724771	9	There is increasing evidence that there exist germ-line variants of the APC gene that predispose to the development of multiple colorectal adenomas and carcinoma, but without the florid phenotype of classical FAP, and possibly with importance for colorectal cancer risk in the general population..	129	161	33	colorectal adenomas and carcinoma	textual	[ C0009402 ]	Carcinoma of the Large Intestine			
807	9724771	9	There is increasing evidence that there exist germ-line variants of the APC gene that predispose to the development of multiple colorectal adenomas and carcinoma, but without the florid phenotype of classical FAP, and possibly with importance for colorectal cancer risk in the general population..	129	147	19	colorectal adenomas	textual	[ C1302401 ]	Adenoma of large intestine			
807	9724771	9	There is increasing evidence that there exist germ-line variants of the APC gene that predispose to the development of multiple colorectal adenomas and carcinoma, but without the florid phenotype of classical FAP, and possibly with importance for colorectal cancer risk in the general population..	200	212	13	classical FAP	intuitive: in the abstract "FAP" was defined as familial adenomatous polyposis, yields annotated code for Adenomatous Polyposis Coli [C0032580], also yields 6 others	[C0032580]	Adenomatous Polyposis Coli			
807	9724771	9	There is increasing evidence that there exist germ-line variants of the APC gene that predispose to the development of multiple colorectal adenomas and carcinoma, but without the florid phenotype of classical FAP, and possibly with importance for colorectal cancer risk in the general population..	248	264	17	colorectal cancer	textual	[C0009402]  [C1527249]	Carcinoma of the Large Intestine, Colorectal Cancer			
808	9729124	7	Genomic sequencing of a BAC clone H_RG364P16 revealed the presence of another, highly homologous gene 3' of the CLD gene, with a similar genomic structure, recently identified as the Pendred syndrome gene PDS ..	184	199	16	Pendred syndrome	textual	[ C0271829 ]	Pendred`s syndrome			
809	9731533	1	Mutations in APC are classically associated with familial adenomatous polyposis (FAP), a highly penetrant autosomal dominant disorder characterized by multiple intestinal polyps and, without surgical intervention, the development of colorectal cancer CRC.	82	84	3	FAP	textual - yields correct UMLS code, however, also yields 6 others	[C0032580]	Adenomatous Polyposis Coli			
809	9731533	1	Mutations in APC are classically associated with familial adenomatous polyposis (FAP), a highly penetrant autosomal dominant disorder characterized by multiple intestinal polyps and, without surgical intervention, the development of colorectal cancer CRC.	252	254	3	CRC	textual - "CRC" was the defined abbreviation for "colorectal cancer", however, it yields only the UMLS code for "Carcinoma of the Large Intestine	C0009402 ]	Carcinoma of the Large Intestine			
809	9731533	1	Mutations in APC are classically associated with familial adenomatous polyposis (FAP), a highly penetrant autosomal dominant disorder characterized by multiple intestinal polyps and, without surgical intervention, the development of colorectal cancer CRC.	50	79	30	familial adenomatous polyposis	textual	[C0032580]	Adenomatous Polyposis Coli			
809	9731533	1	Mutations in APC are classically associated with familial adenomatous polyposis (FAP), a highly penetrant autosomal dominant disorder characterized by multiple intestinal polyps and, without surgical intervention, the development of colorectal cancer CRC.	161	177	17	intestinal polyps	textual	[ C0021846 ]	Intestinal Polyps			
